Airport,DateTime,Type_METAR,Dewpoint_METAR (C),Temperature_METAR (C),Visibility_METAR (km),Ceiling_METAR (ft),Wind_speed_METAR (kt),Wind_direction_METAR (degrees),Weather_METAR ,Flight_category_METAR,Type_TAF,Visibility_TAF (km),Ceiling_TAF (ft),Wind_speed_TAF (kt),Wind_direction_TAF (ddegrees),Weather_TAF,Flight_category_TAF,Altitude (ft),Latitude (degrees),Longitude (degrees),Distance (km),Error_type,Koppen Climate Classification
KIND,2024-11-22 12:00:00,METAR,0.6,1.7,10+,500,11,290,None reported,IFR,TAF,6+,2500,9,290,None reported,MVFR,797,39.717331,'-86.294383,11.41,Fail to Detect - Type II (2) error,Dfa
KIND,2024-11-22 06:00:00,METAR,-0.6,1.7,10+,1000,18,350,None reported,MVFR,TAF,6+,1000,16,310,VCSH,MVFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-11-22 00:00:00,METAR,-0.6,0.6,0.75,900,17,260,'-SN BR,IFR,TAF,2,1500,18,270,'-SN BR,MVFR,797,39.717331,'-86.294383,11.41,Fail to Detect - Type II (2) error,Dfa
KIND,2024-11-21 18:00:00,METAR,-3.9,0,5,2500,17,260,'-SN,MVFR,TAF,6+,2500,17,280,'-SHSN,MVFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-11-21 11:59:00,METAR,-1.1,0,6,800,12,290,'-SN BR,IFR,TAF,6,2000,10,290,'-SHSN BR,MVFR,797,39.717331,'-86.294383,11.41,Fail to Detect - Type II (2) error,Dfa
KIND,2024-11-21 06:00:00,METAR,0,3.3,10+,5500,16,250,'-RA,VFR,TAF,6+,4000,14,270,None reported,VFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-11-21 00:00:00,METAR,-3.9,8.9,10+,8000,21,270,None reported,VFR,TAF,6+,8000,15,260,None reported,VFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-11-20 18:00:00,METAR,1.7,8.9,10+,100000,21,280,None reported,VFR,TAF,6+,100000,10,320,None reported,VFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-11-20 12:00:00,METAR,4.4,6.7,10+,10000,5,330,None reported,VFR,TAF,6+,6000,8,320,None reported,VFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-11-20 06:00:00,METAR,7.2,8.3,10+,100000,4,270,None reported,VFR,TAF,6+,100000,4,250,None reported,VFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-11-20 00:00:00,METAR,8.9,15,10+,100000,5,220,None reported,VFR,TAF,6+,100000,4,250,None reported,VFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-11-19 18:00:00,METAR,12.2,19.4,10+,2900,16,250,None reported,MVFR,TAF,6+,100000,14,220,None reported,VFR,797,39.717331,'-86.294383,11.41,Fail to Detect - Type II (2) error,Dfa
KIND,2024-11-19 12:00:00,METAR,14.4,16.1,4,1200,13,170,'-RA BR,MVFR,TAF,6+,1100,15,170,'-DZ,MVFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-11-19 06:00:00,METAR,11.1,16.1,10+,20000,13,140,None reported,VFR,TAF,6+,5000,12,150,'-SHRA,VFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-11-19 00:00:00,METAR,12.2,16.1,10+,23000,9,120,None reported,VFR,TAF,6+,23000,9,120,None reported,VFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-11-18 18:00:00,METAR,13.3,16.7,10+,16000,7,130,None reported,VFR,TAF,6+,5000,6,150,None reported,VFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-11-18 12:00:00,METAR,11.7,13.3,10+,3800,4,130,None reported,VFR,TAF,6+,3500,3,130,None reported,VFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-11-18 06:00:00,METAR,10.6,12.2,10+,2500,0,0,None reported,MVFR,TAF,6+,3500,3,170,None reported,VFR,797,39.717331,'-86.294383,11.41,Fail to Detect - Type II (2) error,Dfa
KIND,2024-11-18 00:00:00,METAR,9.4,15,10+,6000,8,210,None reported,VFR,TAF,6+,12000,7,190,None reported,VFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-11-17 18:00:00,METAR,9.4,16.1,10+,25000,11,220,None reported,VFR,TAF,6+,20000,10,210,None reported,VFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-11-17 12:00:00,METAR,3.9,5.6,10+,25000,6,140,None reported,VFR,TAF,6+,25000,7,150,None reported,VFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-11-17 06:00:00,METAR,4.4,6.7,10+,100000,9,140,None reported,VFR,TAF,6+,100000,6,150,None reported,VFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-11-17 00:00:00,METAR,5,8.9,10+,25000,9,120,None reported,VFR,TAF,6+,100000,7,140,None reported,VFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-11-16 18:00:00,METAR,4.4,10.6,10+,2800,8,140,None reported,MVFR,TAF,6+,2800,10,140,None reported,MVFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-11-16 12:00:00,METAR,4.4,8.9,10+,2500,3,110,None reported,MVFR,TAF,6+,2500,4,150,None reported,MVFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-11-16 06:00:00,METAR,3.9,9.4,10+,2300,0,0,None reported,MVFR,TAF,6+,2000,3,70,None reported,MVFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-11-16 00:00:00,METAR,5,8.9,10+,1900,3,300,None reported,MVFR,TAF,6+,1800,0,0,None reported,MVFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-11-15 18:00:00,METAR,5.6,9.4,10+,1800,9,310,None reported,MVFR,TAF,6+,1700,6,320,None reported,MVFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-11-15 12:00:00,METAR,6.7,8.3,7,1300,8,290,'-DZ,MVFR,TAF,6,1500,7,290,'-DZ BR,MVFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-11-15 06:00:00,METAR,8.3,9.4,6,800,9,300,BR,IFR,TAF,6,900,9,290,'-DZ BR,IFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-11-15 00:00:00,METAR,8.3,9.4,9,1000,13,290,None reported,MVFR,TAF,6+,1200,9,290,'-DZ,MVFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-11-14 18:00:00,METAR,10,12.2,10+,1000,11,260,None reported,MVFR,TAF,6+,1500,11,260,None reported,MVFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-11-14 12:00:00,METAR,11.7,11.7,10+,400,10,220,None reported,LIFR,TAF,4,600,9,210,'-SHRA -SHDZ BR,MVFR,797,39.717331,'-86.294383,11.41,Fail to Detect - Type II (2) error,Dfa
KIND,2024-11-14 06:00:00,METAR,10,11.1,10+,500,12,150,None reported,IFR,TAF,6,600,12,150,'-SHRA BR,IFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-11-14 00:00:00,METAR,8.3,10,8,5000,8,140,'-RA,VFR,TAF,3,2200,12,140,RA,MVFR,797,39.717331,'-86.294383,11.41,False Alarm - Type I (1) error,Dfa
KIND,2024-11-13 18:00:00,METAR,3.9,11.1,10+,24000,8,120,None reported,VFR,TAF,6+,12000,10,130,None reported,VFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-11-13 12:00:00,METAR,0,3.9,10+,25000,9,100,None reported,VFR,TAF,6+,25000,9,110,None reported,VFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-11-13 06:00:00,METAR,1.1,5.6,10+,25000,8,80,None reported,VFR,TAF,6+,25000,9,90,None reported,VFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-11-13 00:00:00,METAR,2.2,7.2,10+,100000,6,80,None reported,VFR,TAF,6+,100000,9,90,None reported,VFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-11-12 18:00:00,METAR,2.2,8.9,10+,2600,10,90,None reported,MVFR,TAF,6+,2500,11,80,None reported,MVFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-11-12 12:00:00,METAR,0.6,3.3,10+,100000,7,50,None reported,VFR,TAF,6+,100000,8,40,None reported,VFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-11-12 06:00:00,METAR,1.1,5.6,10+,100000,9,20,None reported,VFR,TAF,6+,100000,8,20,None reported,VFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-11-12 00:00:00,METAR,3.3,12.2,10+,100000,12,320,None reported,VFR,TAF,6+,100000,11,300,None reported,VFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-10-19 18:00:00,METAR,2.8,19.4,10+,100000,0,0,None reported,VFR,TAF,6+,100000,4,190,None reported,VFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-10-19 12:00:00,METAR,2.8,6.1,10+,100000,4,50,None reported,VFR,TAF,6+,100000,0,0,None reported,VFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-10-19 06:00:00,METAR,2.8,8.9,10+,100000,0,0,None reported,VFR,TAF,6+,100000,3,VRB,None reported,VFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-10-19 00:00:00,METAR,1.7,16.7,10+,100000,3,150,None reported,VFR,TAF,6+,100000,3,VRB,None reported,VFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-10-18 18:00:00,METAR,2.8,17.8,10+,100000,6,140,None reported,VFR,TAF,6+,100000,7,150,None reported,VFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-10-18 12:00:00,METAR,1.1,5.6,10+,100000,3,90,None reported,VFR,TAF,6+,100000,3,VRB,None reported,VFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-10-18 06:00:00,METAR,'-1.7,7.8,10+,100000,0,0,None reported,VFR,TAF,6+,100000,3,VRB,None reported,VFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-10-18 00:00:00,METAR,'-2.2,12.8,10+,100000,5,120,None reported,VFR,TAF,6+,100000,5,140,None reported,VFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-10-17 18:00:00,METAR,'-2.8,15.6,10+,100000,0,0,None reported,VFR,TAF,6+,100000,4,VRB,None reported,VFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-10-17 12:00:00,METAR,0,2.2,10+,100000,0,0,None reported,VFR,TAF,6+,100000,0,0,None reported,VFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-10-17 06:00:00,METAR,0,4.4,10+,100000,3,340,None reported,VFR,TAF,6+,100000,0,0,None reported,VFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-10-17 00:00:00,METAR,1.7,10,10+,100000,4,300,None reported,VFR,TAF,6+,100000,7,330,None reported,VFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-10-16 18:00:00,METAR,2.8,11.1,10+,3600,7,330,None reported,VFR,TAF,6+,4000,9,330,None reported,VFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-10-16 12:00:00,METAR,3.3,6.1,10+,4900,6,320,None reported,VFR,TAF,6+,5000,8,330,None reported,VFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-10-16 06:00:00,METAR,2.2,3.9,10+,100000,9,320,None reported,VFR,TAF,6+,100000,9,330,None reported,VFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-10-16 00:00:00,METAR,'-2.2,7.2,10+,100000,9,330,None reported,VFR,TAF,6+,25000,12,350,None reported,VFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-10-15 18:00:00,METAR,4.4,8.3,10+,7500,9,360,None reported,VFR,TAF,6+,4000,12,350,VCSH,VFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-10-15 12:00:00,METAR,3.3,6.1,10+,100000,0,0,None reported,VFR,TAF,6+,6000,6,360,None reported,VFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-10-15 06:00:00,METAR,3.9,9.4,10+,7000,9,290,None reported,VFR,TAF,6+,8000,5,300,VCSH,VFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-10-15 00:00:00,METAR,3.9,11.1,10+,15000,5,360,None reported,VFR,TAF,6+,4000,10,320,VCSH,VFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-10-14 18:00:00,METAR,0,15,10+,5500,10,310,None reported,VFR,TAF,6+,4000,10,330,None reported,VFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-10-14 12:00:00,METAR,2.2,9.4,10+,3900,14,280,None reported,VFR,TAF,6+,3500,12,290,None reported,VFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-10-14 06:00:00,METAR,0.6,10,10+,100000,13,280,None reported,VFR,TAF,6+,100000,13,300,None reported,VFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-10-14 00:00:00,METAR,0.6,16.1,10+,100000,17,310,None reported,VFR,TAF,6+,100000,12,290,None reported,VFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-10-13 18:00:00,METAR,11.1,20.6,10+,25000,13,250,None reported,VFR,TAF,6+,100000,12,290,None reported,VFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-10-13 12:00:00,METAR,12.8,17.8,10+,25000,12,250,None reported,VFR,TAF,6+,100000,11,250,None reported,VFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-10-13 06:00:00,METAR,12.2,18.9,10+,100000,11,200,None reported,VFR,TAF,6+,100000,10,210,None reported,VFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-10-13 00:00:00,METAR,12.8,22.2,10+,100000,10,190,None reported,VFR,TAF,6+,100000,9,190,None reported,VFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-10-12 18:00:00,METAR,12.8,24.4,10+,25000,8,210,None reported,VFR,TAF,6+,25000,7,220,None reported,VFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-10-12 12:00:00,METAR,9.4,12.8,10+,25000,6,190,None reported,VFR,TAF,6+,100000,4,210,None reported,VFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-10-12 06:00:00,METAR,9.4,13.9,10+,100000,5,230,None reported,VFR,TAF,6+,100000,6,220,None reported,VFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-10-12 00:00:00,METAR,8.9,20.6,10+,100000,7,190,None reported,VFR,TAF,6+,100000,7,210,None reported,VFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-10-11 18:00:00,METAR,8.3,24.4,10+,100000,9,190,None reported,VFR,TAF,6+,100000,7,230,None reported,VFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-10-11 12:00:00,METAR,5.6,9.4,10+,100000,4,140,None reported,VFR,TAF,6+,100000,4,170,None reported,VFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-10-11 06:00:00,METAR,3.9,12.8,10+,100000,0,0,None reported,VFR,TAF,6+,100000,5,130,None reported,VFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-10-11 00:00:00,METAR,3.9,18.3,10+,100000,6,50,None reported,VFR,TAF,6+,100000,5,80,None reported,VFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-10-10 18:00:00,METAR,5,21.7,10+,100000,6,130,None reported,VFR,TAF,6+,100000,4,100,None reported,VFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-10-10 12:00:00,METAR,6.7,10.6,10+,100000,6,50,None reported,VFR,TAF,6+,100000,6,30,None reported,VFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-10-10 06:00:00,METAR,7.2,13.3,10+,100000,5,30,None reported,VFR,TAF,6+,100000,3,50,None reported,VFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-10-10 00:00:00,METAR,5,20.6,10+,100000,4,290,None reported,VFR,TAF,6+,100000,5,340,None reported,VFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-10-09 18:00:00,METAR,5,23.9,10+,100000,0,0,None reported,VFR,TAF,6+,100000,6,VRB,None reported,VFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-10-09 12:00:00,METAR,5,9.4,9,100000,3,310,None reported,VFR,TAF,6+,100000,4,280,None reported,VFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-10-09 06:00:00,METAR,4.4,12.2,10+,100000,5,260,None reported,VFR,TAF,6+,100000,5,250,None reported,VFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-10-09 00:00:00,METAR,3.3,17.8,10+,100000,3,270,None reported,VFR,TAF,6+,100000,4,280,None reported,VFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-10-08 18:00:00,METAR,2.2,20.6,10+,100000,4,VRB,None reported,VFR,TAF,6+,100000,7,310,None reported,VFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-10-08 12:00:00,METAR,2.8,7.8,10+,100000,0,0,None reported,VFR,TAF,6+,100000,3,320,None reported,VFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-10-08 06:00:00,METAR,2.8,11.1,10+,100000,0,0,None reported,VFR,TAF,6+,100000,3,350,None reported,VFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-10-08 00:00:00,METAR,3.3,16.7,10+,100000,4,320,None reported,VFR,TAF,6+,100000,6,340,None reported,VFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-10-07 18:00:00,METAR,6.1,20,10+,100000,4,VRB,None reported,VFR,TAF,6+,100000,6,340,None reported,VFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-10-07 12:00:00,METAR,5.6,8.3,10+,100000,7,330,None reported,VFR,TAF,6+,100000,8,350,None reported,VFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-10-07 06:00:00,METAR,5.6,13.3,10+,100000,8,330,None reported,VFR,TAF,6+,100000,10,340,None reported,VFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-10-07 00:00:00,METAR,1.1,21.1,10+,100000,8,290,None reported,VFR,TAF,6+,100000,10,300,None reported,VFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-10-06 18:00:00,METAR,12.8,26.7,10+,100000,15,280,None reported,VFR,TAF,6+,100000,11,280,None reported,VFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-10-06 12:00:00,METAR,15.6,18.3,10+,100000,8,220,None reported,VFR,TAF,6+,100000,9,210,None reported,VFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-10-06 06:00:00,METAR,13.9,19.4,10+,100000,8,170,None reported,VFR,TAF,6+,100000,9,190,None reported,VFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-10-06 00:00:00,METAR,12.8,23.3,10+,100000,7,150,None reported,VFR,TAF,6+,100000,9,180,None reported,VFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-10-05 18:00:00,METAR,12.2,26.1,10+,100000,7,160,None reported,VFR,TAF,6+,100000,11,130,None reported,VFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-10-05 12:00:00,METAR,12.2,16.1,10+,10000,6,90,None reported,VFR,TAF,6+,9000,7,90,None reported,VFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-10-05 06:00:00,METAR,10,17.2,10+,100000,7,50,None reported,VFR,TAF,6+,10000,7,50,None reported,VFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-10-05 00:00:00,METAR,10,23.9,10+,8000,7,10,None reported,VFR,TAF,6+,100000,4,50,None reported,VFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-10-04 18:00:00,METAR,9.4,26.7,10+,25000,7,160,None reported,VFR,TAF,6+,100000,8,20,None reported,VFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-10-04 12:00:00,METAR,10,12.8,10+,100000,0,0,MIFG,VFR,TAF,6+,100000,3,40,None reported,VFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-10-04 06:00:00,METAR,10.6,14.4,10+,100000,0,0,None reported,VFR,TAF,6+,100000,3,30,None reported,VFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-10-04 00:00:00,METAR,8.9,21.1,10+,100000,4,230,None reported,VFR,TAF,6+,100000,5,150,None reported,VFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-10-03 18:00:00,METAR,8.9,23.3,10+,100000,6,180,None reported,VFR,TAF,6+,100000,4,170,None reported,VFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-10-03 12:00:00,METAR,8.3,11.1,10+,100000,0,0,None reported,VFR,TAF,6+,100000,3,VRB,None reported,VFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-10-03 06:00:00,METAR,7.8,12.2,10+,100000,0,0,None reported,VFR,TAF,6+,100000,3,VRB,None reported,VFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-10-03 00:00:00,METAR,5.6,17.2,10+,100000,6,160,None reported,VFR,TAF,6+,100000,3,170,None reported,VFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-10-02 18:00:00,METAR,5,20,10+,100000,0,0,None reported,VFR,TAF,6+,100000,6,10,None reported,VFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-10-02 12:00:00,METAR,6.7,8.3,10+,100000,4,310,None reported,VFR,TAF,6+,100000,4,330,None reported,VFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-10-02 06:00:00,METAR,7.8,11.1,10+,25000,5,350,None reported,VFR,TAF,6+,25000,6,360,None reported,VFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-10-02 00:00:00,METAR,12.8,16.7,10+,100000,5,340,None reported,VFR,TAF,6+,100000,9,360,None reported,VFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-10-01 18:00:00,METAR,16.7,26.7,10+,100000,7,280,None reported,VFR,TAF,6+,5000,8,300,None reported,VFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-10-01 12:00:00,METAR,17.8,17.8,9,2800,0,0,None reported,MVFR,TAF,6+,5000,0,0,None reported,VFR,797,39.717331,'-86.294383,11.41,Fail to Detect - Type II (2) error,Dfa
KIND,2024-10-01 06:00:00,METAR,16.7,16.7,9,100000,4,350,None reported,VFR,TAF,6+,100000,0,0,BCFG,VFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-10-01 00:00:00,METAR,17.8,20.6,10+,100000,7,40,None reported,VFR,TAF,6+,100000,6,40,None reported,VFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-09-30 18:00:00,METAR,18.3,22.2,10+,1500,8,40,None reported,MVFR,TAF,6+,3000,6,40,None reported,MVFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-09-30 12:00:00,METAR,18.3,19.4,10+,1000,5,40,None reported,MVFR,TAF,6,800,7,40,BR,IFR,797,39.717331,'-86.294383,11.41,False Alarm - Type I (1) error,Dfa
KIND,2024-09-30 06:00:00,METAR,18.3,19.4,10+,900,10,40,None reported,IFR,TAF,6+,1500,9,40,'-DZ,MVFR,797,39.717331,'-86.294383,11.41,Fail to Detect - Type II (2) error,Dfa
KIND,2024-09-30 00:00:00,METAR,17.8,21.7,10+,6500,11,30,None reported,VFR,TAF,6+,5000,10,30,VCSH,VFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-09-29 18:00:00,METAR,18.3,20.6,7,2200,11,30,None reported,MVFR,TAF,6+,1500,10,40,VCSH,MVFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-09-29 12:00:00,METAR,17.8,18.3,10+,600,8,20,None reported,IFR,TAF,6,700,8,30,BR VCSH,IFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-09-29 06:00:00,METAR,17.8,18.9,10+,2100,11,30,None reported,MVFR,TAF,6+,1200,8,50,VCSH,MVFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-09-29 00:00:00,METAR,17.8,18.9,10+,7500,8,70,'-RA,VFR,TAF,6,2500,11,60,'-SHRA BR,MVFR,797,39.717331,'-86.294383,11.41,False Alarm - Type I (1) error,Dfa
KIND,2024-09-28 18:00:00,METAR,17.2,21.1,10+,2400,11,70,None reported,MVFR,TAF,6+,1900,13,70,None reported,MVFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-09-28 12:00:00,METAR,17.2,18.3,10+,4600,10,50,'-RA,VFR,TAF,6+,5000,12,60,VCSH,VFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-09-28 05:59:00,METAR,17.8,19.4,10+,2200,12,60,None reported,MVFR,TAF,6+,4000,12,70,VCSH,VFR,797,39.717331,'-86.294383,11.41,Fail to Detect - Type II (2) error,Dfa
KIND,2024-09-28 00:00:00,METAR,18.9,20,3,1800,27,60,'+RA BR,MVFR,TAF,5,1500,27,50,SHRA BR,MVFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-09-27 18:00:00,METAR,18.3,20,10+,1200,20,40,'-RA,MVFR,TAF,6,1500,23,40,'-SHRA BR,MVFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
KIND,2024-09-27 12:00:00,METAR,17.2,18.3,6,800,20,40,'-RA BR,IFR,TAF,5,1200,18,50,SHRA BR,MVFR,797,39.717331,'-86.294383,11.41,Fail to Detect - Type II (2) error,Dfa
KIND,2024-09-27 06:00:00,METAR,17.2,18.9,10+,1700,12,50,'-RA,MVFR,TAF,6+,2500,13,50,VCSH,MVFR,797,39.717331,'-86.294383,11.41,Correct - No error (0),Dfa
